iteration,Lift,passenger,param_0,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11,param_12,param_13,param_14,param_15,param_16,param_17,param_18,param_19,param_20,param_21,param_22,param_23,param_24,param_25,param_26,param_27,param_28,param_29,param_30,param_31,param_32,param_33,param_34,param_35,param_36,param_37,param_38,param_39,param_40,param_41,param_42,param_43,param_44,param_45,param_46,param_47,param_48,param_49,param_50,param_51,param_52,param_53,param_54,param_55,param_56,param_57,param_58,param_59,param_60,param_61,param_62,param_63,param_64,param_65,param_66,param_67,param_68,param_69,param_70,param_71,param_72,param_73,param_74,param_75,param_76,param_77,param_78,param_79,param_80,param_81,param_82,param_83,param_84,param_85,param_86,param_87,param_88,param_89,param_90,param_91,param_92,param_93,param_94,param_95,param_96,param_97,param_98,param_99,param_100,param_101,param_102,param_103,param_104,param_105,param_106,param_107,param_108,param_109,param_110,param_111,param_112,param_113,param_114,param_115,param_116,param_117,param_118,param_119,param_120,param_121,param_122,param_123,param_124,param_125,param_126,param_127,param_128,param_129,param_130,param_131,param_132,param_133,param_134,param_135,param_136,param_137,param_138,param_139,param_140,param_141,param_142,param_143,param_144,param_145,param_146,param_147,param_148,param_149,param_150,param_151,param_152,param_153,param_154,param_155,param_156,param_157,param_158,param_159,param_160,param_161,param_162,param_163,param_164,param_165,param_166,param_167
173,1226276,120,0,0.009474423,0.074651045,0.060254666,0.118820813,-0.056656428,0.142600749,0.027647578,-0.001186561,0.09388383,0.015675205,-0.072814528,0.06058737,-0.092399075,-0.042162147,0.055085793,-0.281321374,0.02372358,-0.175927971,-0.059296068,71.8835374,-0.10516333,0.015890713,0.015890713,2,0.00675432,-0.006865683,0.214458656,-0.086506537,0.100791116,0.08780104,-0.009559335,0.056204932,0.042871864,-0.020821586,-0.022416544,-0.176106224,0.151142789,-0.267995516,0.264420481,-0.478956485,0.138698066,-0.172510765,12.63466042,69.8942266,0.167771746,0.019593041,0.019593041,4,0.024903907,0.03466748,0.083272291,-0.034500475,0.127297917,-0.049624686,0.070992464,-0.010051626,0.104507306,0.018808967,-0.080840636,-0.001263617,-0.158239015,0.038546788,-0.050007269,-0.202117378,0.093054702,-0.134454634,29.35327872,69.02793259,0.576298242,0.015851713,0.015851713,6,0.030414344,0.072211137,-0.012261705,0.140317041,-0.068178669,0.081042987,0.011557322,0.00921264,0.049796569,0.024087682,-0.058779265,0.03122584,-0.118434333,0.052623337,-0.091748878,-0.004785407,0.016084987,-0.086280662,40.91537278,68.61203082,1.328930813,0.004096707,0.004096707,8,0.047441303,0.079201273,0.009504402,0.137502703,0.019106214,0.094546168,0.026579269,0.090746456,0.042153013,-0.002532061,-0.083271314,0.066167867,-0.183800859,0.140798375,-0.184872519,0.110611746,-0.013821681,0.002841083,49.5410747,68.85338863,1.761620849,-0.001210722,-0.001210722,10,0.02162032,0.071002015,-0.009330551,0.107831539,0.023807196,0.013184877,0.065355826,0.062048203,-0.002921742,-0.015878838,-0.117220978,0.048132184,-0.187684445,0.136410724,-0.232198056,0.069602258,-0.016995109,-0.012696687,55.1200845,69.77491027,1.978016457,-0.003539291,-0.003539291,14.18,0.026104314,0.02633332,-0.028228372,0.14477076,-0.024113467,0.038390294,0.039131917,0.06785724,0.025518217,-0.017978615,-0.085194071,0.025533727,-0.150284746,0.119394668,-0.174352487,0.076921201,-0.039627465,0.024425493,66.76228865,71.76057169,2.864191673,-0.016524691,-0.016524691
174,1235194,135,0,-0.014444139,0.059183492,0.097319779,0.095755654,-0.053800172,0.141079379,-0.013657961,0.047166057,0.088857468,-0.020942305,-0.105050924,0.012553402,-0.096454776,-0.05105477,0.052800862,-0.284768689,0.0671639,-0.18164508,0.059739317,71.94712292,-0.068788357,0.015890713,0.015890713,2,0.018059169,0.018492333,0.202846286,-0.05475688,0.109074823,0.054820353,-0.030070729,0.026615972,0.081565586,0.007295763,-0.015147327,-0.17159284,0.157527631,-0.30401676,0.260793803,-0.46394906,0.161539685,-0.196379913,12.6611096,69.79629785,0.128548382,0.019593041,0.019593041,4,0.02168354,0.037778189,0.072170795,-0.046678262,0.146182692,-0.029103619,0.075955303,0.03208093,0.081925669,-0.021406584,-0.061954521,0.020853078,-0.128966415,0.049178786,-0.058749102,-0.210486959,0.096390818,-0.132521616,29.29448722,68.88359744,0.628251381,0.015851713,0.015851713,6,-0.002917515,0.078117975,-0.011801087,0.177076142,-0.016714442,0.081989254,0.027482732,0.058801684,0.028973193,-0.014533134,-0.063846878,0.071018369,-0.142859061,0.052846138,-0.077116039,-0.036028547,-0.01232815,-0.069074084,40.84083232,68.60628114,1.378936911,0.004096707,0.004096707,8,0.037997305,0.036736937,-0.022425224,0.125449273,0.003298762,0.04420171,0.005167813,0.08313698,0.044025078,-0.015775788,-0.046286878,0.056086959,-0.153449794,0.129973303,-0.206685636,0.110792668,-0.028010112,0.009095493,49.35774414,68.75829368,1.773745681,-0.001210722,-0.001210722,10,0.031626365,0.076760309,0.006834391,0.092543223,0.038097579,0.037964151,0.062663705,0.025324302,0.027761796,-0.01199055,-0.107219014,0.081037844,-0.175019972,0.188922628,-0.220345995,0.105681741,-0.036893209,-0.013453997,54.94568454,69.678362,2.122027327,-0.003539291,-0.003539291,14.18,-0.006807265,0.037335125,-0.008339764,0.098822437,-0.036501236,0.019996072,0.020120549,0.08502064,0.047348568,-0.00331863,-0.089508853,0.056765389,-0.175404127,0.165845703,-0.183549009,0.091230527,0.007001942,0.003047365,66.68289443,71.67751875,2.866501505,-0.016524691,-0.016524691
175,1254786,124,0,0.028806213,0.055527456,0.050898098,0.106970799,-0.030327633,0.177533637,-0.020001218,0.024092157,0.099548239,0.011960233,-0.119513986,0.048610031,-0.09592096,-0.043345609,0.066925395,-0.239522527,0.034591785,-0.162213877,-0.001235592,71.94850443,-0.090260316,0.015890713,0.015890713,2,-0.011095034,0.030670133,0.186102079,-0.079907991,0.086607355,0.078750642,0.002361775,0.014792367,0.081587619,-0.024025899,0.004304656,-0.166567599,0.151307404,-0.262107457,0.223577328,-0.475672873,0.138485178,-0.180393295,12.54977959,69.9154131,0.166806572,0.019593041,0.019593041,4,0.008102726,0.063027791,0.121429303,-0.064547265,0.123202197,-0.036666506,0.110075617,-0.008648522,0.085976111,0.018183033,-0.083216239,-0.001841344,-0.145785101,0.044066874,-0.039074493,-0.240239475,0.099716334,-0.1266095,29.38179008,68.87867135,0.614415945,0.015851713,0.015851713,6,0.04507003,0.062604777,-0.010464803,0.177622719,-0.052224267,0.069032853,0.040309342,0.032738845,0.062237421,-0.006504217,-0.074885193,0.07283333,-0.126884,0.070186862,-0.110093106,-0.051315752,-0.008068477,-0.061670708,40.80935861,68.48710259,1.471598691,0.004096707,0.004096707,8,0.02511298,0.069237002,0.008978025,0.133627258,0.016433263,0.068543277,0.000499331,0.090258977,0.047765441,-0.012600014,-0.088795981,0.064070882,-0.171811706,0.114583612,-0.178148287,0.073061345,-0.014683418,0.023098392,49.3993732,68.78439672,1.694026912,-0.001210722,-0.001210722,10,0.03649129,0.085061323,0.028290184,0.114947945,-0.004478317,0.004573063,0.049317597,0.037476677,0.003826869,-0.023302278,-0.099133316,0.102175438,-0.195763501,0.157659313,-0.211330211,0.087905113,-0.022089083,-0.025259929,55.01201659,69.8548323,1.976029077,-0.003539291,-0.003539291,14.18,0.013531257,0.022433266,-0.036555358,0.140884492,0.002628958,0.021864456,0.046676841,0.079242356,0.057592835,-0.040435966,-0.071312034,0.01759009,-0.169621497,0.113910939,-0.181546991,0.120728578,-0.032815762,0.003330679,66.69696785,71.72648071,2.891128202,-0.016524691,-0.016524691
176,1258850,156,0,0.002619949,0.037998365,0.046526801,0.11622847,-0.041181205,0.168131185,0.024756479,0.038409526,0.096141199,0.00338809,-0.124807525,0.052424554,-0.091889285,-0.031658652,0.063620803,-0.238702743,0.043357482,-0.171014514,-0.008717624,72.0308472,-0.11145864,0.015890713,0.015890713,2,-0.005030881,0.012643261,0.196608392,-0.094087859,0.07272612,0.077907872,0.020018899,0.031018092,0.092393446,-0.033272904,0.012839559,-0.179212222,0.129186824,-0.290307182,0.221807715,-0.478893791,0.11113231,-0.201358501,12.67902383,69.81490543,0.183093036,0.019593041,0.019593041,4,0.007853544,0.072880611,0.091904134,-0.016510635,0.123365085,-0.056826656,0.103803496,-0.003392249,0.079751391,0.012734486,-0.071752982,0.034927093,-0.129914471,0.065081277,-0.046815934,-0.231816245,0.091703298,-0.162101241,29.43162562,68.94673123,0.641626433,0.015851713,0.015851713,6,0.022285389,0.087106797,-0.034684573,0.155461337,-0.037596702,0.09873839,0.010100582,0.012294067,0.066240867,-0.02080246,-0.07720497,0.06083879,-0.139706831,0.100172941,-0.080674458,-0.016750444,-0.024723359,-0.040182482,40.90281435,68.59539675,1.434344986,0.004096707,0.004096707,8,0.038005504,0.024903996,-0.017646048,0.105555076,-0.017672225,0.052614055,0.005753558,0.110129784,0.041226503,0.005523889,-0.080073565,0.043267322,-0.182751354,0.151238704,-0.200756579,0.077982694,-0.048980629,0.012073545,49.35290145,68.74205102,1.712909789,-0.001210722,-0.001210722,10,0.038266833,0.100561129,0.031632319,0.089295284,0.026543146,0.05335515,0.059430875,0.049306054,0.033455542,-0.046966356,-0.08023741,0.100536248,-0.180936418,0.172113028,-0.223762533,0.078326239,-0.014541752,0.016976631,54.94819545,69.72915975,2.018352162,-0.003539291,-0.003539291,14.18,0.028790574,0.041200103,-0.035995932,0.128654538,-0.001573531,0.03772821,0.010373037,0.068855468,0.055902475,-0.049758931,-0.095992598,0.01836788,-0.182961744,0.168543642,-0.192500331,0.071642593,-0.009681025,-0.005728331,66.67760185,71.7568581,2.984085568,-0.016524691,-0.016524691
177,1246746,162,0,-0.001358769,0.066816116,0.09925495,0.092972986,-0.047235985,0.17341745,0.013468346,0.03251151,0.129293761,-0.014467759,-0.102515584,0.032542863,-0.095057791,-0.04767271,0.057315512,-0.273163833,0.031011766,-0.149212098,0.048667441,72.05149399,-0.178845494,0.015890713,0.015890713,2,0.015526704,0.025749,0.231583932,-0.044497863,0.092428855,0.066863174,0.005728047,0.054231469,0.056788997,-0.02205428,-0.019878277,-0.181903752,0.113157219,-0.27619519,0.275271653,-0.446588216,0.113882771,-0.159415125,12.70215598,69.87241541,0.138502952,0.019593041,0.019593041,4,-0.014207506,0.045079613,0.083513425,-0.048112419,0.110084466,-0.039221666,0.078167769,0.047987327,0.097370169,-0.001801415,-0.079972113,0.032343519,-0.130550331,0.059547798,-0.027437945,-0.217433455,0.074518101,-0.164999555,29.42573107,68.84712992,0.502158042,0.015851713,0.015851713,6,-0.00622262,0.08602226,-0.040308497,0.166393216,-0.064630259,0.098520199,0.02451482,0.022195992,0.073161516,-0.010452937,-0.05361144,0.039164706,-0.160088728,0.087078972,-0.089146161,-0.031908182,-0.03798831,-0.074844515,40.95978113,68.61040315,1.347907353,0.004096707,0.004096707,8,0.051000444,0.063064657,0.015657003,0.137753903,-0.016300896,0.103679001,0.038325535,0.088637675,0.054669874,-0.016333612,-0.081226126,0.044174976,-0.194112065,0.154857182,-0.218792073,0.129478678,-0.01823011,0.011483827,49.45008494,68.800162,1.787607995,-0.001210722,-0.001210722,10,0.018659166,0.09539698,-0.016580583,0.060138061,0.005002331,0.007209125,0.062732604,0.058356123,0.048817059,-0.042196973,-0.097353051,0.070813749,-0.18113431,0.153690487,-0.225457052,0.107955251,-0.021184325,-0.004917924,55.11355195,69.71690365,2.083026665,-0.003539291,-0.003539291,14.18,0.030714475,0.0455402,-0.040180778,0.12697971,-0.011488333,0.042352788,0.049585905,0.060659545,0.042779004,-0.035686354,-0.09960883,0.062480876,-0.170806595,0.12129559,-0.182328214,0.118066262,-0.020871379,-0.0016524,66.67883808,71.66517624,2.886415495,-0.016524691,-0.016524691
178,1249894,130,0,0.027819014,0.039610969,0.0921426,0.12488592,-0.074604167,0.157799499,-0.011486831,0.026293418,0.114335572,-0.001987498,-0.068837446,0.035520147,-0.139431063,-0.035349987,0.086818281,-0.287019519,0.057496087,-0.145453875,0.020229241,72.02355499,-0.173621669,0.015890713,0.015890713,2,0.028921576,0.025119476,0.201563321,-0.040078444,0.090391662,0.058867028,0.025478092,0.035366188,0.050736546,-0.010560355,-0.001368141,-0.188634009,0.143493377,-0.271106185,0.236970327,-0.468146492,0.158270961,-0.194627898,12.69279704,69.82474859,0.191695175,0.019593041,0.019593041,4,0.019020532,0.035005594,0.11570569,-0.029083734,0.103150381,-0.057178716,0.105474361,0.020938169,0.077965727,-0.004361395,-0.043440373,0.006496572,-0.158375292,0.03515204,-0.057978509,-0.193251312,0.093421007,-0.114495793,29.33733323,68.86188604,0.523399721,0.015851713,0.015851713,6,0.021212752,0.05925053,-0.019049006,0.169469162,-0.032693925,0.08154341,0.03341512,0.010409843,0.04889292,0.00408078,-0.073146018,0.033669095,-0.114918649,0.059082238,-0.10378705,-0.005210054,0.004419648,-0.053358253,40.97946334,68.63301497,1.356207215,0.004096707,0.004096707,8,0.020806038,0.021131453,0.00884273,0.108004434,-0.000875326,0.09319625,0.006001126,0.094615032,0.016110148,0.012875498,-0.060727426,0.077962616,-0.148576822,0.122919633,-0.219940917,0.081060772,-0.06020548,0.010361915,49.42950051,68.80050683,1.643997389,-0.001210722,-0.001210722,10,0.043057772,0.062606402,0.01117585,0.094463077,0.040326731,0.037742498,0.066811032,0.05841275,0.011577728,-0.035873607,-0.125707975,0.052136978,-0.220583334,0.141996335,-0.205553533,0.076354152,-0.042677485,-0.010797041,54.9448113,69.71345203,2.045745985,-0.003539291,-0.003539291,14.18,0.007194479,0.04786969,0.012454992,0.140593177,-0.004052984,0.03667666,0.03489249,0.055268583,0.060480878,-0.033348843,-0.073926981,0.051879747,-0.146194102,0.112038984,-0.21531693,0.078892089,0.010041578,0.02318653,66.67114456,71.74361773,2.901114299,-0.016524691,-0.016524691
179,1243302,132,0,0.025660692,0.042871741,0.081055845,0.103263121,-0.032594686,0.12760984,0.015164279,0.043195262,0.102861831,-0.012409761,-0.109829548,0.025461078,-0.108541106,-0.04389017,0.049330955,-0.257785256,0.027214851,-0.131818121,-0.085124911,71.99236561,-0.218946598,0.015890713,0.015890713,2,-0.016536482,0.010635808,0.206067278,-0.090852522,0.056874735,0.078002534,0.029420286,0.061688312,0.092310983,-0.030437499,0.02902426,-0.1849815,0.134361776,-0.251059336,0.265761647,-0.470753182,0.120179802,-0.213879599,12.58908533,69.78887853,0.011333819,0.019593041,0.019593041,4,0.026664837,0.032525055,0.129444344,-0.045951725,0.156822244,-0.051614363,0.115278691,0.031708863,0.083713591,-0.002057597,-0.055148898,-0.011982081,-0.10178842,0.027924119,-0.020378738,-0.230056768,0.063210801,-0.129682631,29.39303407,68.84872121,0.475605575,0.015851713,0.015851713,6,0.027791623,0.051500039,-0.035108927,0.134248293,-0.016952931,0.068683775,0.022425764,0.042080573,0.056749902,-0.024022995,-0.068169262,0.055994477,-0.129568257,0.102731275,-0.103598935,-0.047188293,-0.022191137,-0.034588896,40.96175293,68.68214009,1.40299603,0.004096707,0.004096707,8,0.004562371,0.029467788,-0.018587002,0.137560004,0.020221864,0.058515665,0.056258779,0.098510999,0.056995532,0.008794185,-0.078048881,0.041112949,-0.170929258,0.108845726,-0.197165295,0.129245531,-0.031485432,0.038510575,49.4573523,68.7946295,1.703943457,-0.001210722,-0.001210722,10,0.039037053,0.083946625,0.004409023,0.090703662,0.009988759,0.046959606,0.035728516,0.030389182,0.03402254,0.001946806,-0.130500339,0.096424107,-0.181199509,0.182707441,-0.210563949,0.088804562,-0.048346431,0.005245386,55.04246201,69.76104522,2.023385979,-0.003539291,-0.003539291,14.18,0.022732053,0.022221507,-0.00836512,0.116534074,-0.012074656,0.019146412,0.048105617,0.045954512,0.013712471,-0.050482396,-0.047621997,0.06739596,-0.184489091,0.14426815,-0.176187043,0.083604268,0.001125095,0.008952524,66.81955271,71.8130707,2.892524541,-0.016524691,-0.016524691
180,1246235,135,0,0.03058074,0.059844718,0.041267929,0.119129954,-0.036691124,0.146425392,-0.027984962,0.034197652,0.088398279,-0.010824201,-0.105272686,0.032527312,-0.115581213,-0.039905716,0.085769194,-0.289260514,0.04027824,-0.182874423,-0.085335425,71.97795438,-0.081903268,0.015890713,0.015890713,2,0.001552707,0.017445835,0.21113723,-0.056385095,0.069950617,0.07241129,-0.025182312,0.05162503,0.092671761,-0.029714104,0.005351027,-0.191215063,0.115475511,-0.268480795,0.254395247,-0.463792135,0.117708926,-0.17120627,12.6635691,69.78083171,0.184107672,0.019593041,0.019593041,4,0.01957969,0.041591684,0.11555854,-0.025600349,0.16160969,-0.034533789,0.073651194,0.031629996,0.092294715,-0.024814976,-0.053194633,0.033790201,-0.139648871,0.038096755,-0.048658664,-0.235066383,0.066788146,-0.136890405,29.30810098,68.98530867,0.605611361,0.015851713,0.015851713,6,0.004576092,0.085522707,0.007562,0.176461799,-0.062717504,0.074413463,0.037898326,0.05814827,0.048046304,-0.010551467,-0.089212885,0.032390456,-0.105572573,0.077950195,-0.114967975,-0.023468005,-0.012973064,-0.040616017,40.96393964,68.60028435,1.348836461,0.004096707,0.004096707,8,0.006830093,0.027881628,0.01954385,0.110565519,-0.026016565,0.060450073,0.023764962,0.088619246,0.060315173,-0.0240254,-0.100208433,0.051742805,-0.159879125,0.138286324,-0.22080593,0.072429562,-0.038209059,0.042728886,49.34700921,68.78772937,1.638961224,-0.001210722,-0.001210722,10,0.013200926,0.068928768,0.028064951,0.110599279,-0.006817782,0.052498461,0.042957481,0.048136181,0.021404401,-0.004731911,-0.083599862,0.076606948,-0.178637451,0.190195868,-0.185155532,0.077644016,-0.033035312,0.018951678,54.93329829,69.72512169,2.126546348,-0.003539291,-0.003539291,14.18,0.031099543,0.049668839,-0.029734843,0.131957619,-0.00617948,0.048631459,0.031199802,0.048498295,0.044379636,-0.010265751,-0.068420091,0.058121803,-0.158538358,0.113106658,-0.216436144,0.09044137,-0.028937644,0.002888469,66.81902269,71.73792116,2.943156863,-0.016524691,-0.016524691
181,1247138,120,0,0.020190386,0.053770286,0.074575747,0.120050373,-0.047752192,0.134463962,-0.017965608,0.033209526,0.115531238,-0.023086152,-0.081044506,0.058706534,-0.131187811,-0.043281147,0.075858052,-0.243418962,0.043522903,-0.152841205,-0.075197943,71.99307798,-0.092286816,0.015890713,0.015890713,2,0.010713104,-0.011268168,0.177103707,-0.055083538,0.089433903,0.062441665,0.00149132,0.036807957,0.061341758,0.004841753,-0.015870142,-0.181941721,0.134769145,-0.28398073,0.230992452,-0.481579614,0.148924181,-0.204393141,12.57153147,69.78522473,0.065805928,0.019593041,0.019593041,4,0.022440057,0.071771264,0.11828342,-0.026121308,0.136625336,-0.055983776,0.106847617,0.045406602,0.107546589,-0.003784403,-0.037467256,0.022099796,-0.114315135,0.051757861,-0.053755415,-0.2460022,0.061980093,-0.161356378,29.33230321,68.8560642,0.626264273,0.015851713,0.015851713,6,0.02245685,0.06077815,-0.024440557,0.149560721,-0.03864223,0.10905832,0.056808081,0.048064238,0.08245606,-0.027292449,-0.080804852,0.070167007,-0.157848687,0.065248742,-0.098491568,0.003500214,0.016582938,-0.051200526,40.90081313,68.49011302,1.456631566,0.004096707,0.004096707,8,0.02456028,0.061881367,-0.013851736,0.102220057,-0.011131118,0.08091374,0.02380879,0.095596444,0.025331084,-0.018079675,-0.049045688,0.054668637,-0.144705757,0.141189092,-0.183570736,0.078664612,-0.032705779,0.02268292,49.40032919,68.87400095,1.720953098,-0.001210722,-0.001210722,10,0.018838872,0.059377959,0.018540661,0.093371052,-0.00305825,0.025143202,0.061141989,0.073712103,0.0318583,-0.030669287,-0.111747564,0.056988785,-0.170759953,0.151232444,-0.192194575,0.110913785,-0.041991238,0.015061502,55.11198852,69.74313871,2.116327383,-0.003539291,-0.003539291,14.18,0.009874422,0.057873985,-0.017193003,0.110132916,-0.018887228,0.070003394,0.012657667,0.040424392,0.054644414,-0.039019038,-0.084635106,0.061547217,-0.189387842,0.146826572,-0.176262774,0.083037381,0.008172091,0.013276557,66.68806315,71.67809675,2.923001629,-0.016524691,-0.016524691
182,1255045,128,0,0.019574078,0.038290128,0.078820609,0.105211298,-0.045135512,0.157112157,0.005917117,0.029071262,0.09101921,-0.032854544,-0.098603411,0.007940491,-0.101388205,0.004117408,0.04391923,-0.255478394,0.056802965,-0.150084338,0.029937429,72.05343793,-0.14791544,0.015890713,0.015890713,2,0.034087485,0.031728233,0.203437284,-0.090398509,0.068854215,0.067279459,0.013177462,0.023328469,0.092662036,0.000765336,-0.011711186,-0.1942184,0.118288214,-0.281380817,0.277758324,-0.455958931,0.130615956,-0.200122057,12.60704453,69.83935081,0.070741289,0.019593041,0.019593041,4,0.030314237,0.059952392,0.079081464,-0.032589682,0.104959233,-0.035169236,0.104715672,0.047874249,0.075792587,-0.011382438,-0.033101093,0.032324193,-0.126961501,0.031853612,-0.056862253,-0.221153615,0.101948692,-0.150733534,29.29495772,69.01174346,0.66413556,0.015851713,0.015851713,6,-0.012210977,0.097585022,-0.021611343,0.156843004,-0.020014082,0.090172072,0.035003066,0.02451094,0.081919718,-0.006060678,-0.088352155,0.063818455,-0.122405542,0.081895985,-0.108224399,-0.016283577,-0.018110033,-0.049799896,40.85321032,68.62051916,1.476074796,0.004096707,0.004096707,8,0.017176142,0.059289057,0.020911857,0.099599296,-0.014785068,0.048217563,0.006837947,0.085935468,0.032640173,0.015720052,-0.07659766,0.037999278,-0.143073935,0.141697923,-0.187492493,0.127752868,-0.029495791,0.040273624,49.50889369,68.85923019,1.687767485,-0.001210722,-0.001210722,10,0.027021387,0.108121287,0.030204577,0.074410364,0.026802898,0.014807412,0.048869787,0.025352952,0.009277559,-0.010687162,-0.07583548,0.04849213,-0.209306588,0.175541339,-0.219158528,0.109416235,-0.035016249,-0.018108718,55.01075344,69.80694045,2.164391378,-0.003539291,-0.003539291,14.18,0.033956433,0.048727768,-0.018196129,0.134132494,-0.00851086,0.043750875,0.023399299,0.042198043,0.028734342,-0.046866069,-0.097712783,0.053092829,-0.191227796,0.156690576,-0.180254692,0.074351647,0.00998804,0.013565651,66.77904016,71.77285517,2.872008163,-0.016524691,-0.016524691
183,1273630,174,0,0.003313056,0.072773304,0.070062788,0.111466227,-0.079862105,0.169463029,-0.004261465,0.042530307,0.086565215,0.001717233,-0.102457507,0.058512186,-0.106173625,-0.036598868,0.037790731,-0.237752182,0.021208961,-0.165697885,-0.064577066,72.03294541,-0.210507018,0.015890713,0.015890713,2,0.031167603,-0.007829849,0.215811314,-0.079008693,0.08051584,0.102184238,0.011957785,0.008527739,0.08292118,-0.000887794,-0.002058173,-0.185327591,0.132895237,-0.279396336,0.25190188,-0.464884788,0.120314853,-0.207054862,12.5417109,69.90375881,0.052749196,0.019593041,0.019593041,4,-0.002675257,0.022614535,0.099157988,-0.009535063,0.124470795,-0.051454933,0.104300255,0.006457841,0.07182656,-0.002056057,-0.048123392,0.039365678,-0.099972189,0.037928252,-0.028572181,-0.234876217,0.072295082,-0.15060659,29.3751378,68.93353623,0.554088784,0.015851713,0.015851713,6,0.019767968,0.087314709,-0.04403616,0.177255211,-0.046419081,0.112617921,0.063199453,0.049206895,0.029764209,0.013545919,-0.073880391,0.063770443,-0.141138814,0.075102472,-0.085670192,-0.043171117,-0.0082571,-0.033034074,40.98358543,68.50375827,1.296740233,0.004096707,0.004096707,8,0.001068602,0.061018418,-0.00668991,0.098362263,0.024255464,0.07574735,0.021796906,0.079500003,0.054235339,0.002220774,-0.100452745,0.067921291,-0.189971555,0.165401862,-0.232342629,0.07213196,-0.0677885,0.004969488,49.38458469,68.8425876,1.63508448,-0.001210722,-0.001210722,10,0.041521538,0.071166227,-0.01032183,0.082600272,0.007369809,0.004612085,0.061168812,0.038651282,0.036505368,-0.018369361,-0.077765302,0.052020192,-0.17996123,0.166359682,-0.19897732,0.08227871,-0.0231467,-0.023226331,55.08673947,69.69034845,2.149955712,-0.003539291,-0.003539291,14.18,-0.002869848,0.035384202,0.011441622,0.139029709,-0.0341839,0.066942544,0.040346263,0.053660611,0.062853783,-0.032994896,-0.053742047,0.029675559,-0.201414565,0.114889535,-0.20783159,0.103694007,-0.031864764,0.026931209,66.7746969,71.82754266,2.987768124,-0.016524691,-0.016524691
184,1267902,126,0,0.021763002,0.075687431,0.071887145,0.123927767,-0.045781817,0.164374851,-0.010014049,-0.005706371,0.103681779,0.012368995,-0.100501868,0.013142033,-0.092567138,-0.002454119,0.080844635,-0.240819885,0.0225849,-0.17668206,0.030258266,71.98674298,-0.152928178,0.015890713,0.015890713,2,0.035013382,-0.013873547,0.220262304,-0.038676919,0.059716648,0.106573436,0.008518328,0.03550154,0.096524783,-0.015952066,-0.002440209,-0.145155273,0.128282477,-0.269711622,0.235684835,-0.467928124,0.121172233,-0.206089354,12.60133125,69.91665682,0.193409906,0.019593041,0.019593041,4,0.031558537,0.065242927,0.131931066,-0.018992478,0.126463387,-0.062558048,0.069991979,-0.010087221,0.104580622,-0.024910339,-0.047625634,-0.002174731,-0.151072288,0.050531049,-0.060990434,-0.231661083,0.068396951,-0.151071969,29.41972184,68.85261878,0.548633716,0.015851713,0.015851713,6,-0.008838566,0.052853784,0.007247797,0.165029559,-0.044026364,0.082718856,0.058242348,0.055613475,0.024971529,-0.016940224,-0.053491154,0.050519302,-0.151032946,0.075831812,-0.122520589,-0.022651035,-0.036151295,-0.037416498,40.91785188,68.59657371,1.325366292,0.004096707,0.004096707,8,0.0484896,0.06633392,-0.018407685,0.102069839,-0.018067806,0.093368834,0.015103887,0.064282068,0.019772085,-0.029196525,-0.084258711,0.06052692,-0.187213932,0.147851165,-0.192027436,0.09286345,-0.025264033,-0.005001053,49.37579225,68.78560957,1.607876223,-0.001210722,-0.001210722,10,0.003126225,0.084121536,0.031733312,0.114681744,-0.009245239,0.050412336,0.031405122,0.069504963,0.029533869,-0.031057042,-0.098830014,0.087241476,-0.177146191,0.1424607,-0.23442881,0.075160294,-0.062215161,-0.015385261,54.97655528,69.71914499,2.152843463,-0.003539291,-0.003539291,14.18,0.028011532,0.066159124,-0.014748345,0.118794491,-0.009490079,0.06748126,0.051319691,0.053442735,0.018917828,-0.050685168,-0.063746856,0.066590847,-0.184438613,0.113415395,-0.191389865,0.102201572,-0.011991404,0.01314435,66.82943623,71.78705914,2.871020238,-0.016524691,-0.016524691
